user_sequence,challenge
102384_12,CI24880
102384_13,CI24917
102387_11,CI23663
102387_12,CI24522
102387_13,CI23855
102388_11,CI23714
102388_12,CI24362
102388_13,CI24349
102389_11,CI26194
102389_12,CI26181
102389_13,CI27050
102391_11,CI23855
102391_12,CI25140
102391_13,CI24917
102392_11,CI27049
102392_12,CI27030
102392_13,CI27050
102393_11,CI27049
102393_12,CI26953
102393_13,CI27050
102395_11,CI23663
102395_12,CI26054
102395_13,CI24917
102398_11,CI23855
102398_12,CI24729
102398_13,CI23855
102400_11,CI26915
102400_12,CI26934
102400_13,CI26911
102401_11,CI26921
102401_12,CI26919
102401_13,CI26217
102402_11,CI26165
102402_12,CI26934
102402_13,CI26922
102404_11,CI26165
102404_12,CI26160
102404_13,CI26161
102408_11,CI26910
102408_12,CI26915
102408_13,CI26905
102412_11,CI26912
102412_12,CI26910
102412_13,CI26905
102413_11,CI26211
102413_12,CI26919
102413_13,CI26911
102415_11,CI26910
102415_12,CI26919
102415_13,CI26911
102420_11,CI26939
102420_12,CI28913
102420_13,CI28905
102421_11,CI28913
102421_12,CI26939
102421_13,CI28905
102422_11,CI28165
102422_12,CI27416
102422_13,CI26939
102427_11,CI28913
102427_12,CI28905
102427_13,CI28905
102430_11,CI27058
102430_12,CI27053
102430_13,CI28222
102435_11,CI26216
102435_12,CI26181
102435_13,CI26217
102438_11,CI28568
102438_12,CI23856
102438_13,CI28567
102440_11,CI28041
102440_12,CI27565
102440_13,CI26939
102442_11,CI28579
102442_12,CI28568
102442_13,CI26054
102444_11,CI28916
102444_12,CI28913
102444_13,CI28905
102446_11,CI28913
102446_12,CI28905
102446_13,CI28905
102450_11,CI28916
102450_12,CI28913
102450_13,CI28905
102454_11,CI25414
102454_12,CI23855
102454_13,CI23714
102455_11,CI23714
102455_12,CI26388
102455_13,CI26911
102463_11,CI23855
102463_12,CI23714
102463_13,CI24917
102465_11,CI25469
102465_12,CI25528
102465_13,CI24917
102467_11,CI28568
102467_12,CI26620
102467_13,CI28567
102468_11,CI24723
102468_12,CI25903
102468_13,CI25399
102470_11,CI27057
102470_12,CI26030
102470_13,CI24917
102475_11,CI26388
102475_12,CI26388
102475_13,CI24917
102477_11,CI26388
102477_12,CI24860
102477_13,CI24917
102479_11,CI24125
102479_12,CI24102
102479_13,CI23705
102483_11,CI25769
102483_12,CI25769
102483_13,CI24917
102485_11,CI24309
102485_12,CI23541
102485_13,CI24917
102488_11,CI27221
102488_12,CI25769
102488_13,CI27231
102494_11,CI26076
102494_12,CI24487
102494_13,CI24917
102496_11,CI23663
102496_12,CI25054
102496_13,CI24917
102497_11,CI23663
102497_12,CI24036
102497_13,CI23871
102502_11,CI25140
102502_12,CI24917
102502_13,CI24917
102508_11,CI26930
102508_12,CI26173
102508_13,CI26174
102511_11,CI26865
102511_12,CI26877
102511_13,CI26174
102512_11,CI26873
102512_12,CI26877
102512_13,CI26902
102513_11,CI26160
102513_12,CI27781
102513_13,CI26157
102515_11,CI25769
102515_12,CI25054
102515_13,CI27414
102520_11,CI23855
102520_12,CI23936
102520_13,CI23855
102526_11,CI24206
102526_12,CI24522
102526_13,CI24917
102534_11,CI23714
102534_12,CI26967
102534_13,CI28982
102536_11,CI28568
102536_12,CI26939
102536_13,CI28567
102538_11,CI24527
102538_12,CI24522
102538_13,CI24917
102539_11,CI26945
102539_12,CI28568
102539_13,CI28567
102541_11,CI27964
102541_12,CI27967
102541_13,CI27970
102544_11,CI27967
102544_12,CI27970
102544_13,CI27980
102545_11,CI26421
102545_12,CI27980
102545_13,CI27987
102547_11,CI25175
102547_12,CI23803
102547_13,CI25140
102548_11,CI23663
102548_12,CI25140
102548_13,CI24917
102551_11,CI23855
102551_12,CI23714
102551_13,CI28569
102553_11,CI25175
102553_12,CI28568
102553_13,CI24917
102555_11,CI26858
102555_12,CI26934
102555_13,CI26217
102556_11,CI26165
102556_12,CI26910
102556_13,CI26174
102561_11,CI26873
102561_12,CI26877
102561_13,CI27031
102570_11,CI23855
102570_12,CI23663
102570_13,CI24917
102572_11,CI26877
102572_12,CI26677
102572_13,CI24917
102574_11,CI23964
102574_12,CI28041
102574_13,CI23776
102576_11,CI26828
102576_12,CI26824
102576_13,CI24917
102577_11,CI26388
102577_12,CI26054
102577_13,CI24917
102579_11,CI27221
102579_12,CI27198
102579_13,CI24917
102580_11,CI25747
102580_12,CI23504
102580_13,CI24917
102581_11,CI24527
102581_12,CI24530
102581_13,CI24917
102585_11,CI24729
102585_12,CI25140
102585_13,CI24917
102589_11,CI24877
102589_12,CI24868
102589_13,CI24917
102591_11,CI26194
102591_12,CI26181
102591_13,CI27050
102596_11,CI26194
102596_12,CI26181
102596_13,CI27050
102601_11,CI27779
102601_12,CI27221
102601_13,CI26828
102604_11,CI23855
102604_12,CI24251
102604_13,CI24246
102605_11,CI25624
102605_12,CI25300
102605_13,CI28940
102606_11,CI25988
102606_12,CI26939
102606_13,CI28569
102608_11,CI25769
102608_12,CI25769
102608_13,CI25298
102609_11,CI24530
102609_12,CI23663
102609_13,CI24212
102615_11,CI23855
102615_12,CI25054
102615_13,CI24917
102622_11,CI23663
102622_12,CI25054
102622_13,CI24917
102624_11,CI23714
102624_12,CI28199
102624_13,CI28567
102632_11,CI23934
102632_12,CI25063
102632_13,CI24968
102634_11,CI26388
102634_12,CI25950
102634_13,CI24917
102640_11,CI26192
102640_12,CI26198
102640_13,CI26191
102643_11,CI25501
102643_12,CI25439
102643_13,CI25188
102646_11,CI28568
102646_12,CI25054
102646_13,CI28569
102648_11,CI23855
102648_12,CI23663
102648_13,CI24917
102650_11,CI23663
102650_12,CI23856
102650_13,CI24917
102651_11,CI23955
102651_12,CI23813
102651_13,CI24968
102652_11,CI24527
102652_12,CI24522
102652_13,CI24917
102653_11,CI23714
102653_12,CI23856
102653_13,CI24917
102655_11,CI23855
102655_12,CI23714
102655_13,CI24530
102657_11,CI23663
102657_12,CI25054
102657_13,CI24968
102658_11,CI25058
102658_12,CI23688
102658_13,CI24100
102659_11,CI23663
102659_12,CI25054
102659_13,CI24917
102660_11,CI23840
102660_12,CI23745
102660_13,CI25312
102664_11,CI26135
102664_12,CI23714
102664_13,CI24917
102666_11,CI23663
102666_12,CI24997
102666_13,CI23855
102667_11,CI27839
102667_12,CI26939
102667_13,CI27759
102673_11,CI23929
102673_12,CI25140
102673_13,CI23855
102675_11,CI23714
102675_12,CI23663
102675_13,CI24917
102677_11,CI28582
102677_12,CI23856
102677_13,CI28567
102678_11,CI23769
102678_12,CI24530
102678_13,CI24968
102679_11,CI23855
102679_12,CI23714
102679_13,CI24917
102680_11,CI28568
102680_12,CI23856
102680_13,CI28569
102682_11,CI24867
102682_12,CI25054
102682_13,CI24917
102688_11,CI24102
102688_12,CI24102
102688_13,CI24118
102689_11,CI24487
102689_12,CI25769
102689_13,CI26299
102692_11,CI24867
102692_12,CI25769
102692_13,CI24917
102693_11,CI27221
102693_12,CI26299
102693_13,CI26299
102694_11,CI24206
102694_12,CI24522
102694_13,CI24917
102695_11,CI23663
102695_12,CI24522
102695_13,CI24917
102696_11,CI23663
102696_12,CI25054
102696_13,CI24917
102700_11,CI23663
102700_12,CI25054
102700_13,CI23662
102707_11,CI24530
102707_12,CI24997
102707_13,CI23871
102711_11,CI25175
102711_12,CI28568
102711_13,CI25732
102713_11,CI23714
102713_12,CI24867
102713_13,CI23662
102717_11,CI24997
102717_12,CI26054
102717_13,CI24968
102718_11,CI23803
102718_12,CI23663
102718_13,CI26781
102725_11,CI23714
102725_12,CI23663
102725_13,CI24917
102735_11,CI24952
102735_12,CI23663
102735_13,CI24917
102737_11,CI23855
102737_12,CI26054
102737_13,CI24917
102739_11,CI28568
102739_12,CI26054
102739_13,CI23627
102748_11,CI23714
102748_12,CI28568
102748_13,CI28567
102751_11,CI24522
102751_12,CI24522
102751_13,CI24968
102752_11,CI25283
102752_12,CI25283
102752_13,CI25282
102753_11,CI25283
102753_12,CI25282
102753_13,CI24917
102754_11,CI23803
102754_12,CI24036
102754_13,CI23871
102756_11,CI23663
102756_12,CI26055
102756_13,CI24917
102758_11,CI28568
102758_12,CI26704
102758_13,CI28567
102759_11,CI28441
102759_12,CI26704
102759_13,CI28567
102760_11,CI25135
102760_12,CI23714
102760_13,CI24917
102761_11,CI23663
102761_12,CI25140
102761_13,CI24968
102762_11,CI25124
102762_12,CI23714
102762_13,CI24917
102764_11,CI25283
102764_12,CI25283
102764_13,CI25282
102767_11,CI26623
102767_12,CI23663
102767_13,CI28567
102768_11,CI25769
102768_12,CI25769
102768_13,CI24917
102769_11,CI27416
102769_12,CI27565
102769_13,CI28040
102771_11,CI23714
102771_12,CI26388
102771_13,CI24917
102773_11,CI24966
102773_12,CI24966
102773_13,CI24522
102774_11,CI27058
102774_12,CI27053
102774_13,CI27053
102775_11,CI26867
102775_12,CI26160
102775_13,CI24917
102776_11,CI24373
102776_12,CI24511
102776_13,CI23764
102778_11,CI25414
102778_12,CI27716
102778_13,CI25333
102779_11,CI23714
102779_12,CI23663
102779_13,CI24917
102786_11,CI26211
102786_12,CI26915
102786_13,CI26911
102788_11,CI26918
102788_12,CI26919
102788_13,CI26911
102789_11,CI26918
102789_12,CI26919
102789_13,CI26217
102793_11,CI26175
102793_12,CI26170
102793_13,CI26217
102797_11,CI26918
102797_12,CI26919
102797_13,CI26911
102798_11,CI26915
102798_12,CI26915
102798_13,CI26911
102801_11,CI26910
102801_12,CI26173
102801_13,CI26902
102803_11,CI26918
102803_12,CI26919
102803_13,CI26905
102804_11,CI26918
102804_12,CI26919
102804_13,CI26911
102806_11,CI26918
102806_12,CI26919
102806_13,CI26911
102810_11,CI23855
102810_12,CI27462
102810_13,CI27461
102811_11,CI28568
102811_12,CI27440
102811_13,CI28569
102813_11,CI23714
102813_12,CI23663
102813_13,CI24917
102815_11,CI23855
102815_12,CI28568
102815_13,CI28567
102816_11,CI28568
102816_12,CI26704
102816_13,CI28567
102819_11,CI26173
102819_12,CI26160
102819_13,CI26217
102820_11,CI26877
102820_12,CI26934
102820_13,CI26902
102821_11,CI26919
102821_12,CI26908
102821_13,CI26902
102822_11,CI23769
102822_12,CI26054
102822_13,CI24917
102823_11,CI24527
102823_12,CI27462
102823_13,CI27440
102826_11,CI26858
102826_12,CI26910
102826_13,CI26908
102827_11,CI26873
102827_12,CI26928
102827_13,CI26915
102829_11,CI26858
102829_12,CI26910
102829_13,CI26911
102831_11,CI26910
102831_12,CI26934
102831_13,CI26911
102839_11,CI26919
102839_12,CI26221
102839_13,CI26217
102840_11,CI26160
102840_12,CI27957
102840_13,CI26902
102841_11,CI26930
102841_12,CI26910
102841_13,CI26934
102842_11,CI26930
102842_12,CI26910
102842_13,CI26934
102848_11,CI26170
102848_12,CI26915
102848_13,CI26858
102859_11,CI26918
102859_12,CI26919
102859_13,CI26905
102861_11,CI26858
102861_12,CI26160
102861_13,CI26217
102867_11,CI23663
102867_12,CI25769
102867_13,CI24917
102868_11,CI24860
102868_12,CI25140
102868_13,CI24917
102869_11,CI27416
102869_12,CI26939
102869_13,CI24917
102875_11,CI27565
102875_12,CI26054
102875_13,CI28567
102876_11,CI23714
102876_12,CI24860
102876_13,CI24917
102880_11,CI24633
102880_12,CI27365
102880_13,CI27414
102884_11,CI23663
102884_12,CI26054
102884_13,CI24917
102887_11,CI28047
102887_12,CI24281
102887_13,CI24917
102888_11,CI23714
102888_12,CI25769
102888_13,CI24917
102889_11,CI23714
102889_12,CI25175
102889_13,CI24917
102892_11,CI26873
102892_12,CI26160
102892_13,CI26902
102896_11,CI24527
102896_12,CI27276
102896_13,CI24206
102897_11,CI24206
102897_12,CI24206
102897_13,CI24917
102900_11,CI26915
102900_12,CI26915
102900_13,CI26911
102905_11,CI24353
102905_12,CI25390
102905_13,CI24461
102907_11,CI23714
102907_12,CI28568
102907_13,CI28569
102908_11,CI28582
102908_12,CI26704
102908_13,CI28567
102909_11,CI23855
102909_12,CI23714
102909_13,CI28568
102913_11,CI23714
102913_12,CI24860
102913_13,CI24917
102916_11,CI24206
102916_12,CI26915
102916_13,CI24917
102919_11,CI23663
102919_12,CI23856
102919_13,CI25732
102920_11,CI24625
102920_12,CI24633
102920_13,CI24267
102922_11,CI25353
102922_12,CI23714
102922_13,CI24917
102930_11,CI23663
102930_12,CI24522
102930_13,CI24917
102933_11,CI27980
102933_12,CI27957
102933_13,CI27987
102937_11,CI27981
102937_12,CI27970
102937_13,CI27987
102939_11,CI27980
102939_12,CI27987
102939_13,CI27987
102940_11,CI26900
102940_12,CI26880
102940_13,CI27980
102942_11,CI27981
102942_12,CI27980
102942_13,CI24917
102943_11,CI26896
102943_12,CI27987
102943_13,CI27987
102950_11,CI27967
102950_12,CI27970
102950_13,CI27957
102951_11,CI27980
102951_12,CI27987
102951_13,CI27987
102952_11,CI26828
102952_12,CI27957
102952_13,CI26902
102955_11,CI27565
102955_12,CI27957
102955_13,CI24917
102956_11,CI26854
102956_12,CI27957
102956_13,CI24917
102957_11,CI26827
102957_12,CI27957
102957_13,CI27987
102958_11,CI28582
102958_12,CI28568
102958_13,CI28567
102965_11,CI27980
102965_12,CI27987
102965_13,CI24917
102967_11,CI27980
102967_12,CI27987
102967_13,CI27987
102970_11,CI26939
102970_12,CI27987
102970_13,CI28567
102976_11,CI23696
102976_12,CI23696
102976_13,CI24917
102977_11,CI26991
102977_12,CI26990
102977_13,CI24917
102979_11,CI27015
102979_12,CI28244
102979_13,CI23696
102980_11,CI26991
102980_12,CI26990
102980_13,CI27000
102982_11,CI23696
102982_12,CI23696
102982_13,CI26995
102985_11,CI23696
102985_12,CI25140
102985_13,CI24917
102986_11,CI27000
102986_12,CI23696
102986_13,CI24070
102988_11,CI26991
102988_12,CI27000
102988_13,CI23696
102990_11,CI26991
102990_12,CI27001
102990_13,CI23696
102995_11,CI27967
102995_12,CI27970
102995_13,CI27957
102996_11,CI27980
102996_12,CI27987
102996_13,CI24917
102999_11,CI27970
102999_12,CI27980
102999_13,CI24917
103001_11,CI27981
103001_12,CI27980
103001_13,CI27987
103003_11,CI27981
103003_12,CI27970
103003_13,CI27980
103006_11,CI27970
103006_12,CI27987
103006_13,CI27957
103009_11,CI24530
103009_12,CI23663
103009_13,CI24917
103014_11,CI27805
103014_12,CI26160
103014_13,CI26161
103017_11,CI24206
103017_12,CI24868
103017_13,CI24917
103018_11,CI23714
103018_12,CI26054
103018_13,CI24917
103019_11,CI27805
103019_12,CI27781
103019_13,CI26157
103022_11,CI28568
103022_12,CI25140
103022_13,CI28569
103025_11,CI26910
103025_12,CI26934
103025_13,CI26221
103026_11,CI23663
103026_12,CI25175
103026_13,CI28569
103028_11,CI23663
103028_12,CI24522
103028_13,CI23855
103030_11,CI25063
103030_12,CI25097
103030_13,CI24917
103031_11,CI25063
103031_12,CI25097
103031_13,CI24917
103033_11,CI24880
103033_12,CI25054
103033_13,CI23855
103035_11,CI28582
103035_12,CI28582
103035_13,CI28569
103040_11,CI23616
103040_12,CI24530
103040_13,CI24968
103041_11,CI24448
103041_12,CI24373
103041_13,CI24917
103043_11,CI23855
103043_12,CI23714
103043_13,CI27462
103048_11,CI26828
103048_12,CI27648
103048_13,CI27987
103051_11,CI25414
103051_12,CI25769
103051_13,CI24917
103054_11,CI23958
103054_12,CI23705
103054_13,CI24917
103062_11,CI23855
103062_12,CI23663
103062_13,CI24952
103066_11,CI23855
103066_12,CI25054
103066_13,CI24917
103069_11,CI26055
103069_12,CI24461
103069_13,CI24917
103070_11,CI24867
103070_12,CI23663
103070_13,CI25054
103072_11,CI23663
103072_12,CI24985
103072_13,CI23855
103076_11,CI23663
103076_12,CI25140
103076_13,CI24917
103088_11,CI24625
103088_12,CI24985
103088_13,CI23855
103089_11,CI24527
103089_12,CI24530
103089_13,CI24860
103090_11,CI23855
103090_12,CI23714
103090_13,CI23840
103091_11,CI24880
103091_12,CI24868
103091_13,CI23855
103092_11,CI23663
103092_12,CI24522
103092_13,CI24917
103093_11,CI25031
103093_12,CI24086
103093_13,CI24100
103095_11,CI25031
103095_12,CI23813
103095_13,CI23789
103096_11,CI24530
103096_12,CI24206
103096_13,CI24917
103099_11,CI23936
103099_12,CI24868
103099_13,CI24917
103100_11,CI23855
103100_12,CI23663
103100_13,CI24917
103101_11,CI25175
103101_12,CI25140
103101_13,CI25732
103105_11,CI26055
103105_12,CI26054
103105_13,CI24917
103107_11,CI23663
103107_12,CI26054
103107_13,CI28567
103108_11,CI26388
103108_12,CI24522
103108_13,CI24917
103114_11,CI23745
103114_12,CI24868
103114_13,CI25040
103116_11,CI25175
103116_12,CI24729
103116_13,CI24917
103117_11,CI23714
103117_12,CI26388
103117_13,CI24917
103119_11,CI23663
103119_12,CI25054
103119_13,CI24917
103120_11,CI28568
103120_12,CI24868
103120_13,CI28567
103122_11,CI23855
103122_12,CI27542
103122_13,CI27583
103124_11,CI26432
103124_12,CI26401
103124_13,CI26421
103125_11,CI25140
103125_12,CI25140
103125_13,CI28567
103127_11,CI25119
103127_12,CI27648
103127_13,CI24917
103128_11,CI24530
103128_12,CI25128
103128_13,CI24917
103130_11,CI25175
103130_12,CI25769
103130_13,CI24917
103131_11,CI28041
103131_12,CI25769
103131_13,CI24917
103135_11,CI27188
103135_12,CI24530
103135_13,CI24917
103139_11,CI25054
103139_12,CI25054
103139_13,CI24917
103143_11,CI24527
103143_12,CI24530
103143_13,CI24522
103146_11,CI25188
103146_12,CI23663
103146_13,CI28567
103154_11,CI28568
103154_12,CI28582
103154_13,CI28567
103155_11,CI25175
103155_12,CI24729
103155_13,CI28569
103156_11,CI23855
103156_12,CI23663
103156_13,CI24867
103169_11,CI27058
103169_12,CI26459
103169_13,CI27053
103174_11,CI23855
103174_12,CI23663
103174_13,CI24917
103177_11,CI23855
103177_12,CI24868
103177_13,CI24917
103180_11,CI23663
103180_12,CI24530
103180_13,CI24917
103182_11,CI23663
103182_12,CI24206
103182_13,CI24917
103188_11,CI23663
103188_12,CI24868
103188_13,CI24917
103192_11,CI25754
103192_12,CI24860
103192_13,CI24917
103194_11,CI23840
103194_12,CI24522
103194_13,CI23662
103195_11,CI23663
103195_12,CI28048
103195_13,CI27149
103196_11,CI23663
103196_12,CI24522
103196_13,CI24917
103199_11,CI24966
103199_12,CI24522
103199_13,CI24917
103200_11,CI23663
103200_12,CI24522
103200_13,CI24917
103201_11,CI23714
103201_12,CI24037
103201_13,CI24036
103203_11,CI24530
103203_12,CI26055
103203_13,CI24917
103207_11,CI23855
103207_12,CI24522
103207_13,CI24917
103208_11,CI23663
103208_12,CI24522
103208_13,CI24917
103211_11,CI23855
103211_12,CI23663
103211_13,CI24522
103222_11,CI28130
103222_12,CI24530
103222_13,CI24917
103223_11,CI23714
103223_12,CI27749
103223_13,CI28567
103224_11,CI27840
103224_12,CI27857
103224_13,CI26885
103225_11,CI24188
103225_12,CI24962
103225_13,CI23663
103231_11,CI23663
103231_12,CI24257
103231_13,CI24968
103232_11,CI24860
103232_12,CI25140
103232_13,CI24917
103237_11,CI23663
103237_12,CI25140
103237_13,CI24917
103241_11,CI23714
103241_12,CI24867
103241_13,CI23662
103242_11,CI26160
103242_12,CI27957
103242_13,CI26174
103244_11,CI23714
103244_12,CI24530
103244_13,CI24917
103249_11,CI25493
103249_12,CI25493
103249_13,CI25496
103252_11,CI24530
103252_12,CI23688
103252_13,CI25140
103254_11,CI23663
103254_12,CI24868
103254_13,CI24968
103257_11,CI23663
103257_12,CI26722
103257_13,CI24917
103263_11,CI25248
103263_12,CI23503
103263_13,CI24917
103264_11,CI26054
103264_12,CI26054
103264_13,CI24917
103265_11,CI23714
103265_12,CI24867
103265_13,CI25298
103266_11,CI23714
103266_12,CI26054
103266_13,CI24917
103268_11,CI23663
103268_12,CI24530
103268_13,CI24968
103269_11,CI24527
103269_12,CI24206
103269_13,CI24917
103271_11,CI24373
103271_12,CI24373
103271_13,CI23764
103273_11,CI25074
103273_12,CI24373
103273_13,CI24436
103278_11,CI23714
103278_12,CI24860
103278_13,CI24917
103280_11,CI24530
103280_12,CI23663
103280_13,CI24917
103281_11,CI24362
103281_12,CI24607
103281_13,CI24611
103286_11,CI24867
103286_12,CI25769
103286_13,CI23662
103287_11,CI23714
103287_12,CI23856
103287_13,CI24917
103289_11,CI24867
103289_12,CI25128
103289_13,CI25140
103290_11,CI23855
103290_12,CI23663
103290_13,CI24867
103293_11,CI24522
103293_12,CI25140
103293_13,CI24917
103295_11,CI24527
103295_12,CI24530
103295_13,CI24461
103298_11,CI26910
103298_12,CI26867
103298_13,CI24917
103299_11,CI25211
103299_12,CI25211
103299_13,CI23936
103300_11,CI24028
103300_12,CI25054
103300_13,CI24917
103301_11,CI24875
103301_12,CI24866
103301_13,CI24868
103304_11,CI24527
103304_12,CI24522
103304_13,CI24917
103306_11,CI27809
103306_12,CI27811
103306_13,CI27781
103311_11,CI26858
103311_12,CI26915
103311_13,CI26908
103312_11,CI27779
103312_12,CI27800
103312_13,CI27781
103315_11,CI24867
103315_12,CI23663
103315_13,CI25054
103317_11,CI26388
103317_12,CI24860
103317_13,CI24917
103318_11,CI23855
103318_12,CI23714
103318_13,CI25140
103319_11,CI26388
103319_12,CI25140
103319_13,CI24917
103320_11,CI26167
103320_12,CI26170
103320_13,CI26217
103323_11,CI25532
103323_12,CI27573
103323_13,CI27437
103324_11,CI24633
103324_12,CI27365
103324_13,CI24461
103326_11,CI24527
103326_12,CI24530
103326_13,CI24917
103329_11,CI23663
103329_12,CI24867
103329_13,CI25769
103332_11,CI25031
103332_12,CI24100
103332_13,CI24917
103333_11,CI23663
103333_12,CI25140
103333_13,CI24917
103334_11,CI23855
103334_12,CI23663
103334_13,CI24530
103335_11,CI23663
103335_12,CI25930
103335_13,CI24917
103336_11,CI23955
103336_12,CI25312
103336_13,CI23662
103337_11,CI26055
103337_12,CI26054
103337_13,CI24968
103338_11,CI23714
103338_12,CI24522
103338_13,CI24917
103339_11,CI23663
103339_12,CI24868
103339_13,CI23662
103340_11,CI23663
103340_12,CI25054
103340_13,CI23662
103341_11,CI23663
103341_12,CI25140
103341_13,CI23662
103342_11,CI23663
103342_12,CI24868
103342_13,CI24917
103351_11,CI23663
103351_12,CI25054
103351_13,CI24917
103353_11,CI28168
103353_12,CI28184
103353_13,CI28176
103354_11,CI25124
103354_12,CI24866
103354_13,CI24530
103355_11,CI24188
103355_12,CI23855
103355_13,CI24917
103358_11,CI24251
103358_12,CI23663
103358_13,CI23878
103368_11,CI23769
103368_12,CI24868
103368_13,CI24968
103372_11,CI24206
103372_12,CI26054
103372_13,CI24917
103374_11,CI26055
103374_12,CI25312
103374_13,CI23662
103377_11,CI23955
103377_12,CI24522
103377_13,CI23662
103378_11,CI23855
103378_12,CI26726
103378_13,CI23878
103379_11,CI23714
103379_12,CI24867
103379_13,CI24917
103382_11,CI23663
103382_12,CI24530
103382_13,CI23662
103384_11,CI25074
103384_12,CI24461
103384_13,CI24436
103385_11,CI24955
103385_12,CI23688
103385_13,CI24968
103388_11,CI23663
103388_12,CI24522
103388_13,CI24917
103389_11,CI24530
103389_12,CI24373
103389_13,CI24917
103393_11,CI24603
103393_12,CI24448
103393_13,CI24373
103395_11,CI23663
103395_12,CI23856
103395_13,CI24917
103396_11,CI23840
103396_12,CI24206
103396_13,CI23856
103397_11,CI24868
103397_12,CI24868
103397_13,CI24968
103402_11,CI25730
103402_12,CI26919
103402_13,CI26911
103403_11,CI24362
103403_12,CI24349
103403_13,CI24436
103412_11,CI25175
103412_12,CI23663
103412_13,CI25732
103415_11,CI24648
103415_12,CI24607
103415_13,CI24917
103419_11,CI25211
103419_12,CI25054
103419_13,CI24917
103421_11,CI24415
103421_12,CI24607
103421_13,CI24267
103424_11,CI26820
103424_12,CI26160
103424_13,CI26157
103427_11,CI26165
103427_12,CI26867
103427_13,CI24917
103429_11,CI26858
103429_12,CI26919
103429_13,CI26902
103432_11,CI27509
103432_12,CI27538
103432_13,CI26817
103433_11,CI23663
103433_12,CI24257
103433_13,CI24917
103434_11,CI23663
103434_12,CI23803
103434_13,CI23855
103437_11,CI26055
103437_12,CI25054
103437_13,CI24917
103438_11,CI23840
103438_12,CI23813
103438_13,CI24100
103443_11,CI23688
103443_12,CI25140
103443_13,CI24917
103448_11,CI25414
103448_12,CI24353
103448_13,CI24607
103449_11,CI24455
103449_12,CI23663
103449_13,CI24917
103450_11,CI23840
103450_12,CI27365
103450_13,CI27414
103452_11,CI24527
103452_12,CI24868
103452_13,CI23855
103453_11,CI23714
103453_12,CI25140
103453_13,CI24917
103455_11,CI25606
103455_12,CI24868
103455_13,CI24968
103460_11,CI24353
103460_12,CI24461
103460_13,CI24267
103461_11,CI24504
103461_12,CI24504
103461_13,CI24431
103464_11,CI23663
103464_12,CI24530
103464_13,CI23855
103465_11,CI24530
103465_12,CI24257
103465_13,CI24868
103466_11,CI23688
103466_12,CI23688
103466_13,CI24968
103471_11,CI23663
103471_12,CI25175
103471_13,CI25140
103473_11,CI25681
103473_12,CI27509
103473_13,CI23878
103475_11,CI23677
103475_12,CI23623
103475_13,CI24917
103484_11,CI24530
103484_12,CI27416
103484_13,CI24464
103485_11,CI25300
103485_12,CI25988
103485_13,CI25762
103487_11,CI26041
103487_12,CI25300
103487_13,CI25762
103489_11,CI27416
103489_12,CI27416
103489_13,CI26939
103495_11,CI25322
103495_12,CI25300
103495_13,CI25988
103498_11,CI24866
103498_12,CI24868
103498_13,CI24968
103499_11,CI24206
103499_12,CI26919
103499_13,CI24917
103500_11,CI26918
103500_12,CI26919
103500_13,CI26911
103504_11,CI24875
103504_12,CI24868
103504_13,CI24968
103506_11,CI23714
103506_12,CI23822
103506_13,CI23822
103507_11,CI23721
103507_12,CI25300
103507_13,CI25300
103508_11,CI25322
103508_12,CI23721
103508_13,CI25300
103509_11,CI24895
103509_12,CI25300
103509_13,CI25300
103510_11,CI25300
103510_12,CI25988
103510_13,CI25762
103513_11,CI25598
103513_12,CI27648
103513_13,CI24917
103514_11,CI25300
103514_12,CI24997
103514_13,CI24997
103515_11,CI25988
103515_12,CI25988
103515_13,CI25762
103520_11,CI24251
103520_12,CI25175
103520_13,CI24968
103525_11,CI25188
103525_12,CI25439
103525_13,CI24917
103528_11,CI25439
103528_12,CI24522
103528_13,CI24917
103529_11,CI23855
103529_12,CI23714
103529_13,CI24867
103530_11,CI26388
103530_12,CI24522
103530_13,CI24917
103532_11,CI24648
103532_12,CI24607
103532_13,CI24267
103533_11,CI27242
103533_12,CI27565
103533_13,CI27573
103534_11,CI23663
103534_12,CI24530
103534_13,CI25140
103536_11,CI23936
103536_12,CI25128
103536_13,CI24917
103537_11,CI24522
103537_12,CI24522
103537_13,CI23871
103541_11,CI25814
103541_12,CI25988
103541_13,CI25762
103542_11,CI25988
103542_12,CI25762
103542_13,CI28569
103543_11,CI23635
103543_12,CI23663
103543_13,CI23855
103545_11,CI25128
103545_12,CI25140
103545_13,CI23855
103551_11,CI23855
103551_12,CI23663
103551_13,CI24917
103554_11,CI23663
103554_12,CI25140
103554_13,CI24917
103555_11,CI23855
103555_12,CI24522
103555_13,CI24917
103556_11,CI23663
103556_12,CI25063
103556_13,CI24917
103559_11,CI24966
103559_12,CI24522
103559_13,CI24917
103560_11,CI23855
103560_12,CI25140
103560_13,CI24968
103567_11,CI25031
103567_12,CI24100
103567_13,CI24100
103569_11,CI23855
103569_12,CI23663
103569_13,CI24917
103571_11,CI25140
103571_12,CI25140
103571_13,CI24917
103574_11,CI23803
103574_12,CI23803
103574_13,CI26781
103576_11,CI23663
103576_12,CI23856
103576_13,CI23855
103577_11,CI23663
103577_12,CI24206
103577_13,CI24917
103578_11,CI24860
103578_12,CI24860
103578_13,CI24917
103588_11,CI23663
103588_12,CI23688
103588_13,CI24968
103592_11,CI24206
103592_12,CI23856
